image_path,target
../input/data/motogp/00000700.jpg,13.0
../input/data/swimming/00000564.jpg,15.0
../input/data/volleyball/00000398.JPG,18.0
../input/data/wrestling/00000259.jpg,20.0
../input/data/baseball/00000658.jpg,1.0
../input/data/volleyball/00000080.jpg,18.0
../input/data/volleyball/00000519.jpg,18.0
../input/data/cricket/00000363.jpg,5.0
../input/data/fencing/00000308.jpg,6.0
../input/data/weight_lifting/00000114.jpg,19.0
../input/data/formula1/00000243.jpg,8.0
../input/data/tennis/00000544.jpg,17.0
../input/data/baseball/00000344.jpg,1.0
../input/data/boxing/00000656.jpg,3.0
../input/data/wrestling/00000285.jpg,20.0
../input/data/chess/00000014.jpg,4.0
../input/data/tennis/00000570.jpg,17.0
../input/data/boxing/00000572.jpg,3.0
../input/data/football/00000841.jpg,7.0
../input/data/motogp/00000612.jpg,13.0
../input/data/hockey/00000091.jpg,10.0
../input/data/football/00000864.jpg,7.0
../input/data/motogp/00000703.jpg,13.0
../input/data/chess/00000143.png,4.0
../input/data/formula1/00000291.jpg,8.0
../input/data/tennis/00000350.jpg,17.0
../input/data/boxing/00000069.jpg,3.0
../input/data/swimming/00000727.jpg,15.0
../input/data/wwe/00000541.jpg,21.0
../input/data/tennis/00000159.jpg,17.0
../input/data/gymnastics/00000553.jpg,9.0
../input/data/boxing/00000702.jpg,3.0
../input/data/hockey/00000046.jpg,10.0
../input/data/baseball/00000793.jpg,1.0
../input/data/boxing/00000398.jpg,3.0
../input/data/wwe/00000139.jpg,21.0
../input/data/chess/00000104.jpg,4.0
../input/data/basketball/00000324.jpg,2.0
../input/data/kabaddi/00000294.jpg,12.0
../input/data/volleyball/00000062.jpg,18.0
../input/data/kabaddi/00000343.jpg,12.0
../input/data/formula1/00000113.jpg,8.0
../input/data/basketball/00000450.jpg,2.0
../input/data/wwe/00000434.png,21.0
../input/data/table_tennis/00000066.jpg,16.0
../input/data/baseball/00000743.jpg,1.0
../input/data/cricket/00000424.jpg,5.0
../input/data/cricket/00000617.jpg,5.0
../input/data/kabaddi/00000215.jpg,12.0
../input/data/chess/00000138.jpg,4.0
../input/data/table_tennis/00000225.jpg,16.0
../input/data/formula1/00000037.jpg,8.0
../input/data/motogp/00000497.jpg,13.0
../input/data/formula1/00000408.jpg,8.0
../input/data/table_tennis/00000444.jpg,16.0
../input/data/swimming/00000081.jpg,15.0
../input/data/badminton/00000032.jpg,0.0
../input/data/badminton/00000984.jpg,0.0
../input/data/baseball/00000789.jpg,1.0
../input/data/volleyball/00000214.jpg,18.0
../input/data/shooting/00000585.jpg,14.0
../input/data/boxing/00000419.jpg,3.0
../input/data/volleyball/00000245.jpg,18.0
../input/data/badminton/00000171.jpg,0.0
../input/data/hockey/00000322.jpg,10.0
../input/data/shooting/00000538.jpg,14.0
../input/data/gymnastics/00000594.jpg,9.0
../input/data/shooting/00000485.jpg,14.0
../input/data/boxing/00000696.png,3.0
../input/data/cricket/00000103.jpg,5.0
../input/data/tennis/00000287.JPG,17.0
../input/data/tennis/00000721.jpg,17.0
../input/data/football/00000493.jpg,7.0
../input/data/volleyball/00000458.jpg,18.0
../input/data/formula1/00000260.jpg,8.0
../input/data/chess/00000092.jpg,4.0
../input/data/swimming/00000189.jpg,15.0
../input/data/tennis/00000002.jpg,17.0
../input/data/weight_lifting/00000322.jpg,19.0
../input/data/baseball/00000281.jpg,1.0
../input/data/weight_lifting/00000360.jpg,19.0
../input/data/basketball/00000041.jpg,2.0
../input/data/cricket/00000444.jpg,5.0
../input/data/boxing/00000066.jpg,3.0
../input/data/boxing/00000150.jpg,3.0
../input/data/shooting/00000059.jpg,14.0
../input/data/baseball/00000343.jpg,1.0
../input/data/wwe/00000072.jpg,21.0
../input/data/baseball/00000770.jpg,1.0
../input/data/cricket/00000074.jpg,5.0
../input/data/baseball/00000286.jpg,1.0
../input/data/volleyball/00000386.jpg,18.0
../input/data/wrestling/00000245.jpg,20.0
../input/data/tennis/00000038.jpg,17.0
../input/data/wrestling/00000025.jpg,20.0
../input/data/ice_hockey/00000407.jpg,11.0
../input/data/chess/00000437.jpg,4.0
../input/data/gymnastics/00000145.jpg,9.0
../input/data/hockey/00000358.jpg,10.0
../input/data/wrestling/00000117.jpg,20.0
../input/data/ice_hockey/00000286.jpg,11.0
../input/data/shooting/00000177.jpg,14.0
../input/data/basketball/00000165.jpg,2.0
../input/data/chess/00000130.jpg,4.0
../input/data/kabaddi/00000114.jpg,12.0
../input/data/shooting/00000359.jpg,14.0
../input/data/formula1/00000328.jpg,8.0
../input/data/weight_lifting/00000242.jpg,19.0
../input/data/basketball/00000150.jpg,2.0
../input/data/badminton/00000066.jpg,0.0
../input/data/fencing/00000210.jpg,6.0
../input/data/baseball/00000149.jpg,1.0
../input/data/ice_hockey/00000620.png,11.0
../input/data/volleyball/00000028.jpg,18.0
../input/data/volleyball/00000014.jpg,18.0
../input/data/chess/00000317.jpg,4.0
../input/data/chess/00000418.jpg,4.0
../input/data/gymnastics/00000430.jpg,9.0
../input/data/gymnastics/00000276.jpg,9.0
../input/data/wwe/00000423.jpg,21.0
../input/data/volleyball/00000376.jpg,18.0
../input/data/ice_hockey/00000027.jpg,11.0
../input/data/cricket/00000147.jpg,5.0
../input/data/ice_hockey/00000594.jpg,11.0
../input/data/hockey/00000113.jpg,10.0
../input/data/shooting/00000126.jpg,14.0
../input/data/fencing/00000500.jpg,6.0
../input/data/volleyball/00000551.jpg,18.0
../input/data/kabaddi/00000166.jpg,12.0
../input/data/table_tennis/00000656.jpg,16.0
../input/data/gymnastics/00000676.jpg,9.0
../input/data/basketball/00000027.jpg,2.0
../input/data/wrestling/00000139.png,20.0
../input/data/wrestling/00000364.jpg,20.0
../input/data/gymnastics/00000066.JPG,9.0
../input/data/hockey/00000571.jpg,10.0
../input/data/football/00000405.jpg,7.0
../input/data/wwe/00000178.jpg,21.0
../input/data/baseball/00000430.jpg,1.0
../input/data/formula1/00000059.jpg,8.0
../input/data/shooting/00000349.jpg,14.0
../input/data/boxing/00000699.jpg,3.0
../input/data/weight_lifting/00000564.jpg,19.0
../input/data/badminton/00000667.jpg,0.0
../input/data/ice_hockey/00000109.jpg,11.0
../input/data/motogp/00000187.jpg,13.0
../input/data/basketball/00000077.jpg,2.0
../input/data/fencing/00000297.jpg,6.0
../input/data/baseball/00000194.jpg,1.0
../input/data/basketball/00000096.jpg,2.0
../input/data/boxing/00000565.jpg,3.0
../input/data/wwe/00000274.jpg,21.0
../input/data/hockey/00000086.jpg,10.0
../input/data/basketball/00000511.png,2.0
../input/data/badminton/00000480.jpg,0.0
../input/data/table_tennis/00000071.jpg,16.0
../input/data/volleyball/00000259.jpg,18.0
../input/data/hockey/00000495.jpg,10.0
../input/data/kabaddi/00000185.jpg,12.0
../input/data/fencing/00000592.jpg,6.0
../input/data/ice_hockey/00000522.png,11.0
../input/data/cricket/00000287.jpg,5.0
../input/data/cricket/00000293.jpg,5.0
../input/data/ice_hockey/00000004.JPG,11.0
../input/data/boxing/00000241.jpg,3.0
../input/data/chess/00000311.jpg,4.0
../input/data/fencing/00000594.jpg,6.0
../input/data/baseball/00000419.jpg,1.0
../input/data/weight_lifting/00000469.jpg,19.0
../input/data/badminton/00000111.jpg,0.0
../input/data/swimming/00000066.jpg,15.0
../input/data/formula1/00000181.jpg,8.0
../input/data/motogp/00000527.jpg,13.0
../input/data/hockey/00000490.jpg,10.0
../input/data/baseball/00000080.jpg,1.0
../input/data/gymnastics/00000251.jpg,9.0
../input/data/baseball/00000497.jpg,1.0
../input/data/wrestling/00000307.png,20.0
../input/data/weight_lifting/00000355.jpg,19.0
../input/data/badminton/00000606.png,0.0
../input/data/hockey/00000026.jpg,10.0
../input/data/swimming/00000119.jpg,15.0
../input/data/swimming/00000096.jpg,15.0
../input/data/cricket/00000298.jpg,5.0
../input/data/tennis/00000751.jpg,17.0
../input/data/formula1/00000286.jpg,8.0
../input/data/motogp/00000651.jpg,13.0
../input/data/formula1/00000345.jpg,8.0
../input/data/weight_lifting/00000243.jpg,19.0
../input/data/badminton/00000998.jpg,0.0
../input/data/basketball/00000388.jpg,2.0
../input/data/boxing/00000234.jpg,3.0
../input/data/swimming/00000667.jpg,15.0
../input/data/cricket/00000590.jpg,5.0
../input/data/boxing/00000545.jpg,3.0
../input/data/wrestling/00000080.jpg,20.0
../input/data/shooting/00000212.jpg,14.0
../input/data/kabaddi/00000337.jpg,12.0
../input/data/tennis/00000157.jpg,17.0
../input/data/tennis/00000696.png,17.0
../input/data/table_tennis/00000163.png,16.0
../input/data/weight_lifting/00000482.jpg,19.0
../input/data/football/00000771.jpg,7.0
../input/data/volleyball/00000172.jpg,18.0
../input/data/football/00000772.jpg,7.0
../input/data/badminton/00000969.jpg,0.0
../input/data/kabaddi/00000383.jpg,12.0
../input/data/wwe/00000389.jpg,21.0
../input/data/hockey/00000286.jpg,10.0
../input/data/formula1/00000343.jpg,8.0
../input/data/baseball/00000729.jpg,1.0
../input/data/motogp/00000597.png,13.0
../input/data/cricket/00000558.jpg,5.0
../input/data/cricket/00000612.jpg,5.0
../input/data/boxing/00000409.jpg,3.0
../input/data/tennis/00000260.jpg,17.0
../input/data/ice_hockey/00000484.jpg,11.0
../input/data/gymnastics/00000048.jpg,9.0
../input/data/gymnastics/00000556.jpg,9.0
../input/data/cricket/00000208.jpg,5.0
../input/data/wrestling/00000580.jpg,20.0
../input/data/chess/00000345.jpg,4.0
../input/data/weight_lifting/00000029.png,19.0
../input/data/chess/00000269.jpg,4.0
../input/data/motogp/00000206.jpg,13.0
../input/data/football/00000665.jpg,7.0
../input/data/tennis/00000174.jpg,17.0
../input/data/ice_hockey/00000686.jpg,11.0
../input/data/table_tennis/00000543.jpg,16.0
../input/data/wrestling/00000575.jpg,20.0
../input/data/motogp/00000016.jpg,13.0
../input/data/gymnastics/00000627.jpg,9.0
../input/data/weight_lifting/00000075.jpg,19.0
../input/data/ice_hockey/00000008.jpg,11.0
../input/data/weight_lifting/00000220.jpg,19.0
../input/data/hockey/00000375.png,10.0
../input/data/weight_lifting/00000591.jpg,19.0
../input/data/baseball/00000195.JPG,1.0
../input/data/gymnastics/00000670.jpg,9.0
../input/data/volleyball/00000180.png,18.0
../input/data/gymnastics/00000708.jpg,9.0
../input/data/badminton/00000420.jpg,0.0
../input/data/gymnastics/00000062.JPG,9.0
../input/data/cricket/00000010.jpg,5.0
../input/data/volleyball/00000683.jpg,18.0
../input/data/formula1/00000458.png,8.0
../input/data/motogp/00000221.jpg,13.0
../input/data/fencing/00000011.jpg,6.0
../input/data/football/00000365.jpg,7.0
../input/data/hockey/00000568.jpg,10.0
../input/data/cricket/00000693.jpg,5.0
../input/data/badminton/00000201.jpg,0.0
../input/data/basketball/00000235.JPG,2.0
../input/data/table_tennis/00000099.jpg,16.0
../input/data/shooting/00000005.jpg,14.0
../input/data/ice_hockey/00000077.jpg,11.0
../input/data/wwe/00000323.jpg,21.0
../input/data/volleyball/00000231.jpg,18.0
../input/data/formula1/00000441.jpg,8.0
../input/data/formula1/00000240.jpg,8.0
../input/data/gymnastics/00000513.jpg,9.0
../input/data/basketball/00000221.jpg,2.0
../input/data/motogp/00000146.jpg,13.0
../input/data/badminton/00000596.jpg,0.0
../input/data/swimming/00000514.jpg,15.0
../input/data/kabaddi/00000062.jpg,12.0
../input/data/football/00000345.jpg,7.0
../input/data/hockey/00000083.jpg,10.0
../input/data/hockey/00000497.jpg,10.0
../input/data/wwe/00000035.jpg,21.0
../input/data/hockey/00000470.jpg,10.0
../input/data/shooting/00000227.jpg,14.0
../input/data/football/00000800.jpg,7.0
../input/data/swimming/00000658.jpg,15.0
../input/data/shooting/00000106.jpg,14.0
../input/data/tennis/00000336.jpg,17.0
../input/data/baseball/00000717.jpg,1.0
../input/data/shooting/00000063.jpg,14.0
../input/data/wwe/00000548.jpg,21.0
../input/data/wwe/00000726.jpg,21.0
../input/data/table_tennis/00000102.jpg,16.0
../input/data/badminton/00000064.jpg,0.0
../input/data/volleyball/00000348.jpg,18.0
../input/data/weight_lifting/00000053.jpg,19.0
../input/data/tennis/00000055.jpg,17.0
../input/data/weight_lifting/00000600.jpg,19.0
../input/data/shooting/00000068.jpg,14.0
../input/data/cricket/00000268.jpg,5.0
../input/data/basketball/00000046.jpg,2.0
../input/data/table_tennis/00000202.jpg,16.0
../input/data/cricket/00000181.jpg,5.0
../input/data/wwe/00000098.jpg,21.0
../input/data/volleyball/00000226.jpg,18.0
../input/data/boxing/00000115.jpg,3.0
../input/data/volleyball/00000157.jpg,18.0
../input/data/wwe/00000064.jpg,21.0
../input/data/shooting/00000460.jpg,14.0
../input/data/formula1/00000141.jpg,8.0
../input/data/volleyball/00000531.jpg,18.0
../input/data/volleyball/00000478.jpg,18.0
../input/data/gymnastics/00000079.jpg,9.0
../input/data/wrestling/00000185.jpg,20.0
../input/data/ice_hockey/00000474.jpg,11.0
../input/data/tennis/00000285.jpg,17.0
../input/data/volleyball/00000148.jpg,18.0
../input/data/weight_lifting/00000620.jpg,19.0
../input/data/swimming/00000576.jpg,15.0
../input/data/formula1/00000058.jpg,8.0
../input/data/wrestling/00000605.jpg,20.0
../input/data/wwe/00000183.jpg,21.0
../input/data/baseball/00000203.jpg,1.0
../input/data/kabaddi/00000128.jpg,12.0
../input/data/formula1/00000559.jpg,8.0
../input/data/gymnastics/00000230.jpg,9.0
../input/data/weight_lifting/00000474.jpg,19.0
../input/data/hockey/00000053.jpg,10.0
../input/data/formula1/00000307.jpg,8.0
../input/data/baseball/00000519.jpg,1.0
../input/data/chess/00000253.jpg,4.0
../input/data/tennis/00000007.jpg,17.0
../input/data/swimming/00000638.jpg,15.0
../input/data/boxing/00000546.JPG,3.0
../input/data/shooting/00000067.jpg,14.0
../input/data/tennis/00000443.jpg,17.0
../input/data/cricket/00000210.jpg,5.0
../input/data/wwe/00000566.jpg,21.0
../input/data/wwe/00000671.jpg,21.0
../input/data/football/00000366.png,7.0
../input/data/wrestling/00000483.jpg,20.0
../input/data/gymnastics/00000743.jpg,9.0
../input/data/boxing/00000739.jpg,3.0
../input/data/wrestling/00000440.jpg,20.0
../input/data/gymnastics/00000493.jpg,9.0
../input/data/hockey/00000307.jpg,10.0
../input/data/football/00000143.png,7.0
../input/data/fencing/00000128.jpg,6.0
../input/data/table_tennis/00000245.jpg,16.0
../input/data/ice_hockey/00000607.jpg,11.0
../input/data/hockey/00000248.jpg,10.0
../input/data/swimming/00000299.jpg,15.0
../input/data/ice_hockey/00000732.jpg,11.0
../input/data/volleyball/00000292.jpg,18.0
../input/data/ice_hockey/00000021.jpg,11.0
../input/data/boxing/00000035.jpg,3.0
../input/data/tennis/00000302.jpg,17.0
../input/data/boxing/00000166.jpg,3.0
../input/data/baseball/00000233.JPG,1.0
../input/data/shooting/00000381.jpg,14.0
../input/data/table_tennis/00000446.jpg,16.0
../input/data/motogp/00000541.jpg,13.0
../input/data/fencing/00000226.jpg,6.0
../input/data/football/00000057.jpg,7.0
../input/data/gymnastics/00000660.png,9.0
../input/data/kabaddi/00000217.jpg,12.0
../input/data/wrestling/00000235.JPG,20.0
../input/data/baseball/00000542.jpg,1.0
../input/data/swimming/00000324.jpg,15.0
../input/data/gymnastics/00000641.jpg,9.0
../input/data/volleyball/00000176.jpg,18.0
../input/data/volleyball/00000029.jpg,18.0
../input/data/swimming/00000169.jpg,15.0
../input/data/fencing/00000436.JPG,6.0
../input/data/table_tennis/00000627.jpg,16.0
../input/data/volleyball/00000353.jpg,18.0
../input/data/baseball/00000226.jpg,1.0
../input/data/ice_hockey/00000171.jpg,11.0
../input/data/motogp/00000519.jpg,13.0
../input/data/fencing/00000477.jpg,6.0
../input/data/fencing/00000572.jpg,6.0
../input/data/boxing/00000403.jpg,3.0
../input/data/wwe/00000245.jpg,21.0
../input/data/swimming/00000156.jpg,15.0
../input/data/hockey/00000342.jpg,10.0
../input/data/swimming/00000570.jpg,15.0
../input/data/shooting/00000204.jpg,14.0
../input/data/hockey/00000426.jpg,10.0
../input/data/tennis/00000188.jpg,17.0
../input/data/gymnastics/00000091.jpg,9.0
../input/data/ice_hockey/00000531.jpg,11.0
../input/data/ice_hockey/00000137.jpg,11.0
../input/data/volleyball/00000138.jpg,18.0
../input/data/gymnastics/00000061.jpg,9.0
../input/data/wwe/00000334.jpg,21.0
../input/data/baseball/00000529.jpg,1.0
../input/data/ice_hockey/00000720.jpg,11.0
../input/data/cricket/00000212.jpg,5.0
../input/data/formula1/00000378.jpg,8.0
../input/data/hockey/00000161.jpg,10.0
../input/data/motogp/00000185.jpg,13.0
../input/data/baseball/00000027.jpg,1.0
../input/data/tennis/00000031.jpg,17.0
../input/data/fencing/00000318.jpg,6.0
../input/data/boxing/00000322.jpg,3.0
../input/data/weight_lifting/00000071.jpg,19.0
../input/data/chess/00000145.jpg,4.0
../input/data/motogp/00000378.jpg,13.0
../input/data/table_tennis/00000422.jpg,16.0
../input/data/volleyball/00000524.JPG,18.0
../input/data/baseball/00000142.jpg,1.0
../input/data/motogp/00000014.jpg,13.0
../input/data/hockey/00000391.jpg,10.0
../input/data/volleyball/00000711.jpg,18.0
../input/data/chess/00000304.jpg,4.0
../input/data/ice_hockey/00000475.jpg,11.0
../input/data/cricket/00000211.jpg,5.0
../input/data/tennis/00000250.jpg,17.0
../input/data/basketball/00000125.jpg,2.0
../input/data/table_tennis/00000134.jpg,16.0
../input/data/weight_lifting/00000345.jpg,19.0
../input/data/ice_hockey/00000747.jpg,11.0
../input/data/ice_hockey/00000557.jpg,11.0
../input/data/baseball/00000741.jpg,1.0
../input/data/football/00000153.jpg,7.0
../input/data/basketball/00000501.jpg,2.0
../input/data/table_tennis/00000105.jpg,16.0
../input/data/volleyball/00000451.jpg,18.0
../input/data/basketball/00000447.jpg,2.0
../input/data/hockey/00000295.jpg,10.0
../input/data/badminton/00000380.jpg,0.0
../input/data/gymnastics/00000441.jpg,9.0
../input/data/badminton/00000170.jpg,0.0
../input/data/basketball/00000245.jpg,2.0
../input/data/hockey/00000407.jpg,10.0
../input/data/football/00000601.jpg,7.0
../input/data/motogp/00000280.jpg,13.0
../input/data/baseball/00000508.jpg,1.0
../input/data/fencing/00000201.png,6.0
../input/data/chess/00000392.jpg,4.0
../input/data/formula1/00000087.jpg,8.0
../input/data/cricket/00000243.jpg,5.0
../input/data/volleyball/00000712.jpg,18.0
../input/data/shooting/00000458.png,14.0
../input/data/boxing/00000705.jpg,3.0
../input/data/cricket/00000356.png,5.0
../input/data/gymnastics/00000076.jpg,9.0
../input/data/football/00000413.jpg,7.0
